Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Nurse's Aid","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799082/nurses-aid,3.7,-1,Trad,"5.10c R",2,150,41.74396,-74.17964
Disneyland,"a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799486/disneyland,3.2,-1,Trad,5.6,2,155,41.73517,-74.19463
"Psycho Crack Right","m. Crevice right, and Psycho Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105912513/psycho-crack-right,3.3,-1,"Trad, TR",5.8,1,70,41.73965,-74.21529
Dog-Stick-Ridge,"a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/111846162/dog-stick-ridge,3.6,-1,Trad,5.8,2,150,41.73517,-74.19463
"Miss Bailey","b. Jackie and friends > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106294643/miss-bailey,3.3,-1,Trad,"5.6 PG13",3,150,41.73755,-74.18693
Maria,"c. Frog's Head - the Arch > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799774/maria,3.2,-1,Trad,5.6,3,220,41.73836,-74.18537
"Thin Slabs / Thin Slabs Direct","g. V3 - Middle Earth > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105801058/thin-slabs-thin-slabs-direct,3.1,-1,Trad,5.7+,3,220,41.74267,-74.18075
"Frog's Head","c. Frog's Head - the Arch > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799771/frogs-head,3.1,-1,Trad,5.6,2,160,41.73836,-74.18537
"Big Chimney","b. Jackie and friends > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/112849248/big-chimney,3.4,-1,Trad,5.6,3,,41.73755,-74.18693
Jackie,"b. Jackie and friends > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105812940/jackie,3.1,-1,Trad,5.5,2,160,41.73755,-74.18693
V-3,"g. V3 - Middle Earth > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799785/v-3,3.1,-1,Trad,5.7,3,250,41.74267,-74.18075
Insuhlation,"i. High E > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106598659/insuhlation,3.1,-1,Trad,5.9,2,130,41.74421,-74.179
"Higher Stannard","e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799128/higher-stannard,3.1,-1,Trad,5.9-,3,200,41.73936,-74.18421
Absurdland,"g. V3 - Middle Earth > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799190/absurdland,3.1,-1,Trad,5.8+,1,100,41.74267,-74.18075
"Snooky's Return","f. The Guides' Wall (Madame G's) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106018730/snookys-return,3.1,-1,Trad,5.8,3,,41.74053,-74.18289
"Grand Central","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105804932/grand-central,3.1,-1,Trad,5.9,2,160,41.73517,-74.19463
"Broken Sling","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105803592/broken-sling,3.1,-1,Trad,"5.8+ PG13",2,140,41.73517,-74.19463
Baby,"c. Frog's Head - the Arch > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799782/baby,3.0,-1,Trad,5.6,2,140,41.73836,-74.18537
"Fickle Fingers","s. The Golden Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105899738/fickle-fingers,3.1,-1,"Trad, TR",5.10b,1,70,41.73904,-74.21411
"Airy Aria","j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105806589/airy-aria,3.0,-1,Trad,5.8,2,180,41.74756,-74.17576
Retribution,"a1. The Uberfall - left > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799038/retribution,3.0,-1,Trad,5.10b,1,75,41.737,-74.18943
Classic,"b. Jackie and friends > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105812947/classic,3.0,-1,Trad,5.7,2,140,41.73755,-74.18693
Bold-Ville,"j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105806624/bold-ville,3.1,-1,Trad,5.8,2,180,41.74756,-74.17576
"Ken's Crack","a2. The Uberfall - right > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799779/kens-crack,3.0,-1,Trad,5.7+,1,50,41.73727,-74.18818
"Pink Laurel","b. Jackie and friends > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105829266/pink-laurel,3.0,-1,Trad,5.9,1,120,41.73755,-74.18693
"Credibility Gap","e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105950475/credibility-gap,3.0,-1,Trad,5.6,2,160,41.73936,-74.18421
"The Spring (P1)","j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106018746/the-spring-p1,3.0,-1,Trad,5.9,1,,41.74756,-74.17576
"The Yellow Wallpaper","m. Crevice right, and Psycho Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105912503/the-yellow-wallpaper,3.0,-1,"Trad, TR",5.9,1,70,41.73965,-74.21529
"The Last Will Be First","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105950518/the-last-will-be-first,3.0,-1,Trad,5.6,2,230,41.74396,-74.17964
Sixish,"c. Frog's Head - the Arch > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105968658/sixish,2.9,-1,Trad,5.5,3,200,41.73836,-74.18537
"Drunkard's Delight","c. Frog's Head - the Arch > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105897523/drunkards-delight,3.0,-1,Trad,"5.8- PG13",2,180,41.73836,-74.18537
"Main Line","d. Harvest Moon to the End > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799504/main-line,3.4,-1,Trad,"5.8 PG13",2,160,41.72872,-74.20061
"Try Again","e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799088/try-again,2.9,-1,Trad,5.10b/c,1,65,41.73936,-74.18421
"Land of The Giants","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/107835392/land-of-the-giants,3.0,-1,Trad,5.7,1,100,41.73517,-74.19463
"Oscar and Charlie","d. Strictly - The Ceiling > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106295786/oscar-and-charlie,2.9,-1,Trad,5.7,2,180,41.73894,-74.18478
"Beatle Brow Bulge","f. The Guides' Wall (Madame G's) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105818020/beatle-brow-bulge,2.9,-1,Trad,5.10a,2,250,41.74053,-74.18289
"Westward Ha!","Millbrook > The Gunks > New York",https://www.mountainproject.com/route/105801297/westward-ha,3.5,-1,Trad,5.7,2,150,41.70838,-74.22604
"No Glow","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105811547/no-glow,2.9,-1,Trad,5.9,2,270,41.74396,-74.17964
"Hans' Puss","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106046446/hans-puss,2.9,-1,Trad,5.7,3,200,41.74396,-74.17964
"Inverted Layback","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105804922/inverted-layback,3.2,-1,Trad,5.9,2,140,41.73517,-74.19463
Shitface,"b. Gelsa to Moe (closure) > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105821473/shitface,2.9,-1,"Trad, TR","5.10b/c R",1,75,41.73294,-74.19626
"Reach Around","f. Off Limits & Reach Around Walls > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105902378/reach-around,2.9,-1,"Trad, TR",5.8,1,60,41.74033,-74.21654
Hawk,"f. The Guides' Wall (Madame G's) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105806018/hawk,2.9,-1,Trad,5.5,3,290,41.74053,-74.18289
Ursula,"i. High E > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105840288/ursula,2.8,-1,Trad,5.6,2,180,41.74421,-74.179
"City Lights","c. Frog's Head - the Arch > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799768/city-lights,2.8,-1,Trad,5.8-,2,180,41.73836,-74.18537
"Ent Line","i. High E > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106232452/ent-line,2.8,-1,"Trad, TR",5.11-,1,80,41.74421,-74.179
"Middle Earth","g. V3 - Middle Earth > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105815029/middle-earth,2.8,-1,Trad,5.6,3,250,41.74267,-74.18075
P38,"b. Jackie and friends > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799049/p38,2.8,-1,Trad,"5.10b PG13",1,80,41.73755,-74.18693
"Farewell to Arms","b. Gelsa to Moe (closure) > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105804864/farewell-to-arms,2.9,-1,Trad,5.8,1,90,41.73294,-74.19626
"Cold Turkeys","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106148512/cold-turkeys,2.9,-1,Trad,"5.8+ PG13",2,180,41.74396,-74.17964
"Easter Time Too","c. Moe (closure) to Harvest Moon > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105844552/easter-time-too,2.8,-1,Trad,5.8,1,60,41.73146,-74.19755
"Ape Call","b. Jackie and friends > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106089252/ape-call,3.0,-1,Trad,"5.8 R",2,110,41.73755,-74.18693
"Harvest Moon","d. Harvest Moon to the End > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/106346934/harvest-moon,3.5,-1,"Trad, TR",5.11a,1,65,41.72872,-74.20061
Fillipina,"j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106554766/fillipina,2.9,-1,Trad,5.9,1,100,41.74756,-74.17576
"Obstacle Delusion","i. High E > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106148500/obstacle-delusion,3.0,-1,Trad,"5.9+ PG13",2,130,41.74421,-74.179
Oops,"k. Oops Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105910451/oops,3.6,-1,"Trad, TR",5.10-,1,75,41.7397,-74.21534
"The Yellow Wall","j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105798924/the-yellow-wall,3.8,-1,Trad,"5.11c PG13",2,125,41.74756,-74.17576
"Supper's Ready","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105877392/suppers-ready,3.9,-1,Trad,5.12a,1,150,41.74396,-74.17964
"Grim-Ace Face","d. Strictly - The Ceiling > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106089237/grim-ace-face,3.0,-1,Trad,"5.9+ PG13",3,200,41.73894,-74.18478
"To Be Or Not To Be","b. Gelsa to Moe (closure) > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/106379705/to-be-or-not-to-be,3.6,-1,Trad,"5.12a R",1,80,41.73294,-74.19626
"Last Frontier","k. The Slime Wall > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106657433/last-frontier,2.9,-1,Trad,5.10,1,50,41.74928,-74.1749
"Elder Cleavage Direct","b. Gelsa to Moe (closure) > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/106452871/elder-cleavage-direct,3.1,-1,Trad,5.10b,3,320,41.73294,-74.19626
Interstice,"e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106169130/interstice,3.2,-1,Trad,5.10+,2,180,41.73936,-74.18421
"Conor's Corridor  AKA  Santa's Escape","k. Oops Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105910444/conors-corridor-aka-santas-escape,2.9,-1,"Trad, TR","5.7 X",1,65,41.7397,-74.21534
Floops,"k. Oops Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105910456/floops,3.3,-1,"Trad, TR","5.10 PG13",1,75,41.7397,-74.21534
"The Stand","k. The Slime Wall > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106077540/the-stand,2.9,-1,Trad,5.11-,1,75,41.74928,-74.1749
