Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Caboose (CLOSED)","Lower (CLOSED*) > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105876735/caboose-closed,3.5,-1,Trad,5.10b,1,,49.68402,-123.1562
"Quagmire Crack","Quagmire Area > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109145523/quagmire-crack,3.7,-1,Trad,5.10c,1,140,49.68291,-123.1563
"Wavy Gravy","Woodstock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110587409/wavy-gravy,3.1,-1,Sport,5.10d,1,80,49.64432,-123.2123
"Lost Horizon","Seal Cove > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106010404/lost-horizon,3.2,-1,"Trad, Sport",5.10a/b,1,,49.6369,-123.2149
"Elastic Man","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108259493/elastic-man,3.5,-1,Sport,5.11c,1,65,49.6437,-123.2121
"New Life","The North Walls > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107766503/new-life,3.2,-1,Trad,5.11b,5,350,49.6876,-123.1352
Cerberus,"Tantalus Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105879165/cerberus,3.9,-1,Trad,5.11d,6,600,49.6797,-123.1503
"Deep Impact","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117512083/deep-impact,3.4,-1,Trad,5.11-,7,850,49.6945,-123.12156
"Poster Boy","Up Among the Firs > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106007144/poster-boy,3.5,-1,"Trad, Sport",5.10+,1,100,49.646,-123.2129
"The Oracle","Quercus Cliff > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108266465/the-oracle,3.8,-1,Trad,"5.12a PG13",1,85,49.64581,-123.20929
"Laid Back","Main Area, Frontside > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107256788/laid-back,3.2,-1,Trad,5.9+,1,,49.66841,-123.16594
"University Wall","Grand Wall Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106509963/university-wall,3.8,-1,Trad,5.12-,8,900,49.68218,-123.14798
"Mouth of Madness","Highlander > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113306464/mouth-of-madness,3.7,-1,Trad,5.11b,1,60,49.75047,-123.10892
"Mercy Street","South Gully > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106708088/mercy-street,3.9,-1,Trad,5.10b,2,,49.687,-123.1444
"Crescent Crack (CLOSED)","Lower (CLOSED*) > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107224616/crescent-crack-closed,3.7,-1,Trad,5.10d,1,90,49.68402,-123.1562
"Millenium Falcon","The Dihedrals > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106232615/millenium-falcon,3.2,-1,Trad,5.11a,14,1000,49.6814,-123.1482
Elephantiasis,"Elephant's Arse > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108259166/elephantiasis,3.4,-1,Trad,5.10c,1,75,49.7061,-123.1401
"Dance Eat Sleep Repeat","Free and Easy > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114935589/dance-eat-sleep-repeat,2.9,-1,Trad,5.8,1,55,49.70407,-123.14261
"The Daily Planet","The Sheriff's Badge > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106136892/the-daily-planet,3.8,-1,"Trad, Sport",5.12a,1,,49.686,-123.1415
"Jingus the Cat","Grand Wall Base Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107252072/jingus-the-cat,3.4,-1,Trad,5.10b/c,1,80,49.6827,-123.1482
"Thriller Off the Void","Sugarloaf > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106007156/thriller-off-the-void,3.0,-1,Trad,5.11b,1,60,49.6457,-123.20551
"The Left Side","Grand Wall Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106498788/the-left-side,3.9,-1,Trad,5.12a,1,120,49.68218,-123.14798
Photophobia,"Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107630722/photophobia,3.1,-1,Trad,5.10c/d,3,360,49.6945,-123.12156
"White Lightning","The Apron > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109356551/white-lightning,3.6,-1,Trad,"5.10c R",7,,49.6863,-123.14736
"A Prince Among Thieves","Quercus Cliff > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108266453/a-prince-among-thieves,3.7,-1,Sport,5.12b,1,85,49.64581,-123.20929
Astrologger,"The North Walls > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106195535/astrologger,3.8,-1,Trad,5.11b,1,100,49.6876,-123.1352
"Grand Daddy Overhang","Nightmare Rock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106240552/grand-daddy-overhang,3.3,-1,Trad,5.11,1,60,49.6489,-123.2021
"The Flingus Cling","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106240366/the-flingus-cling,3.5,-1,Sport,5.12b,1,70,49.6437,-123.2121
"Gord's Block","Crag X > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106536533/gords-block,2.8,-1,Trad,5.10d,1,25,49.70856,-123.14147
"The Calling","The North Walls > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107266847/the-calling,3.9,-1,Trad,5.12-,6,600,49.6876,-123.1352
Supernatural,"Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109384122/supernatural,3.5,-1,Trad,5.11a,2,120,49.6945,-123.12156
"Boogie 'til you Puke","Cirque of the Uncrackables > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107751602/boogie-til-you-puke,3.9,-1,Trad,5.11b,1,130,49.67868,-123.15452
Pipeline,"Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105873508/pipeline,3.8,-1,Trad,5.10+,4,445,49.6945,-123.12156
"Even Steven","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106211226/even-steven,3.5,-1,Trad,5.10+,1,105,49.6437,-123.2121
"Sammy's Frog","Ronin's Corner > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107729157/sammys-frog,2.9,-1,Sport,5.10c,1,90,49.7035,-123.1376
"Old Age","Wall Area > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106527486/old-age,3.2,-1,Trad,5.9,1,100,49.7081,-123.141
"Flight of the Challenger","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106241546/flight-of-the-challenger,4.0,-1,Trad,5.12c,1,90,49.6437,-123.2121
"Horrors of Ivan","The Milkman's Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108189604/horrors-of-ivan,3.3,-1,Trad,5.11c,1,70,49.6458,-123.2052
"Coronary Bypass","Respiration Rock > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108004982/coronary-bypass,2.8,-1,"Trad, TR",5.10a,1,40,49.7061,-123.1401
"Made From Fire","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110786652/made-from-fire,3.9,-1,Trad,5.12-,1,70,49.70087,-123.11425
"Hungry Wolf","Gobsmacking Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106072597/hungry-wolf,3.8,-1,Trad,5.11b,2,180,49.6684,-123.15825
"March Of The Kitchen Utensils","Cirque of the Uncrackables > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107621883/march-of-the-kitchen-utensils,3.3,-1,Trad,5.9,1,110,49.67868,-123.15452
"Zombie Roof","Wall Area > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106785717/zombie-roof,3.7,-1,Trad,5.13a,1,,49.7081,-123.141
"Seal Cove Traverse","Seal Cove > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106010400/seal-cove-traverse,2.8,-1,Sport,5.9,1,,49.6369,-123.2149
"Stairway to Heaven","Bulletheads South > The Bulletheads > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107253323/stairway-to-heaven,2.9,-1,Sport,5.10c,16,1300,49.67672,-123.15268
"Overly Hanging Out","Overly Hanging Out > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106530275/overly-hanging-out,3.5,-1,Trad,5.11b,3,180,49.68144,-123.15654
"Burp the Worm","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107080916/burp-the-worm,3.2,-1,Sport,5.11c,1,70,49.7224,-123.1025
"Cider Crack","Grub Street > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106536549/cider-crack,2.9,-1,Trad,5.10a,1,80,49.68213,-123.15665
"Harry's Crack","Octopus Garden > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105963378/harrys-crack,2.8,-1,Trad,5.8,1,55,49.7081,-123.1346
"Hanging Gardens","Main Area, Frontside > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108273029/hanging-gardens,3.1,-1,Trad,5.10+,3,290,49.66841,-123.16594
"The Wonderful Thing about Tiggers","Fluffy Kitten Wall > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111244431/the-wonderful-thing-about-tiggers,3.6,-1,Trad,5.11a,6,600,49.66324,-123.07737
"Just Blessed","The Pillar of Payan > The Valley of Shaddai > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106526868/just-blessed,4.0,-1,Trad,5.10c,1,100,49.6416,-123.2009
"The Shadow","Grand Wall Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109561280/the-shadow,4.0,-1,Trad,5.13-,1,50,49.68218,-123.14798
"Thriller on the Pillar","Olesen Creek Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107000983/thriller-on-the-pillar,3.1,-1,Trad,5.10b,1,100,49.675,-123.1517
"Halley's Comet","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114566281/halleys-comet,3.7,-1,Trad,5.10c,2,300,49.6945,-123.12156
"Headbangers in Leather","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111041550/headbangers-in-leather,4.0,-1,Trad,5.11d,1,90,49.70087,-123.11425
"The Scimitar","Cirque of the Uncrackables > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108266794/the-scimitar,3.7,-1,Trad,5.11b,1,100,49.67868,-123.15452
"Gollum's Impromptu Sacrifice","Neat and Cool > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117398522/gollums-impromptu-sacrifice,3.8,-1,"Trad, Boulder","5.8 V0",1,15,49.706,-123.1403
Meltdown,"Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110786494/meltdown,3.6,-1,Trad,5.11d,1,70,49.70087,-123.11425
"Milk Run","Tantalus Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106547079/milk-run,3.4,-1,"Trad, Aid","5.10d A0",4,400,49.6797,-123.1503
"Grub Street","Grub Street > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106846140/grub-street,3.3,-1,Trad,5.11a,3,320,49.68213,-123.15665
"Under the Influence","Chuck Chuck Creek > Squamish Valley > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107780509/under-the-influence,3.8,-1,Sport,5.11a,1,70,49.98928,-123.31318
"Smile... And No One Will See How Broken You Are Inside","Upper Splitsville > Splitsville > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117688395/smile-and-no-one-will-see-how-broken-you-are-inside,3.0,-1,Trad,5.9,1,90,49.64971,-123.19367
"It's Not About You","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107117859/its-not-about-you,3.5,-1,Sport,5.12a,1,80,49.7224,-123.1025
"Wire Crack","Olesen Creek Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114584179/wire-crack,3.2,-1,Trad,5.10a,2,120,49.675,-123.1517
"Bop 'til You Drop","Cirque of the Uncrackables > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107621848/bop-til-you-drop,3.6,-1,Trad,5.10b,1,110,49.67868,-123.15452
"Morse Code","Shannon Springs Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119215928/morse-code,3.5,-1,Trad,5.9,1,90,49.67162,-123.15714
"Babies in Kailand","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110953351/babies-in-kailand,3.7,-1,Trad,5.11,5,400,49.6945,-123.12156
Garfield,"Main Face > Comic Rocks > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118489854/garfield,3.6,-1,Trad,5.7,1,115,49.60483,-123.21404
"The Masses Are Asses","Lakeside in the Woods > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108261929/the-masses-are-asses,3.9,-1,Trad,5.12b,1,65,49.6446,-123.2052
"Never Say Never","Gobsmacking Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106148279/never-say-never,4.0,-1,Trad,5.11b,1,170,49.6684,-123.15825
"Hand Jive (CLOSED)","Lower (CLOSED*) > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108103187/hand-jive-closed,3.2,-1,Trad,5.10b,1,80,49.68402,-123.1562
"Trippett Out","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122651904/trippett-out,4.0,-1,Trad,5.13a,1,60,49.70087,-123.11425
"North Star","The North Walls > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106232023/north-star,4.0,-1,Trad,5.13b,1,100,49.6876,-123.1352
"Vorpal Sword","Quercus Cliff > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114434781/vorpal-sword,4.0,-1,Sport,5.12d,1,80,49.64581,-123.20929
Payback,"Upper Splitsville > Splitsville > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119371748/payback,3.7,-1,Trad,5.10d,1,90,49.64971,-123.19367
"The Feather","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106593938/the-feather,3.7,-1,Trad,5.11d,5,550,49.6945,-123.12156
"Teetering on the Brink of Madness","The Apron > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107184977/teetering-on-the-brink-of-madness,3.9,-1,Sport,5.11a/b,4,400,49.6863,-123.14736
"The Great Drain","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109991609/the-great-drain,2.9,-1,Trad,5.10b,5,,49.6945,-123.12156
"Ride the Bullet","Bulletheads, Central > The Bulletheads > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109344372/ride-the-bullet,3.2,-1,Trad,5.10d,1,150,49.6807,-123.1474
Presto,"Nightmare Rock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107274232/presto,3.9,-1,Sport,5.13a,1,60,49.6489,-123.2021
"Life On Earth","Mt. Habrich > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109353925/life-on-earth,3.1,-1,"Trad, Alpine",5.10c,5,,49.6586,-123.08305
"Red Nails","High Cliff > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110226885/red-nails,3.4,-1,Trad,5.11d,1,50,49.70403,-123.14177
"Extra Old Stock","Chuck Chuck Creek > Squamish Valley > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110997944/extra-old-stock,4.0,-1,Sport,5.11d,1,72,49.98928,-123.31318
Crossroads,"Highlander > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113306801/crossroads,3.1,-1,Trad,5.10d,1,60,49.75047,-123.10892
Polaris,"The North Walls > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106232029/polaris,3.4,-1,Trad,5.12a,10,1100,49.6876,-123.1352
"Red Seal","Upper Papoose Wall > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120740299/red-seal,3.7,-1,Trad,5.10b,1,90,49.66893,-123.1645
"The Great Arch","The Apron > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107240990/the-great-arch,3.6,-1,Trad,5.12+,1,100,49.6863,-123.14736
"Fearless Fraser","Lakeside in the Woods > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112115749/fearless-fraser,3.1,-1,Sport,5.11b,1,60,49.6446,-123.2052
"Natural Perfection","Golden Gate Crag > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121179876/natural-perfection,4.0,-1,Trad,5.10c,1,150,49.6765,-123.1264
Shapeshifter,"The Longhouse > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114382203/shapeshifter,4.0,-1,Trad,5.12a,1,80,49.67869,-123.12722
"Zap Crack","Wonder Wall > The Valley of Shaddai > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122785100/zap-crack,4.0,-1,Trad,5.12d,1,60,49.64104,-123.19924
"The Free Grand","Grand Wall Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106911687/the-free-grand,4.0,-1,Trad,5.13a,1,,49.68218,-123.14798
Spiderfly,"Spiderfly > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108267262/spiderfly,3.4,-1,Trad,5.12a,1,40,49.70429,-123.13591
"In the Firing Line","Zoe > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107732291/in-the-firing-line,3.0,-1,Trad,5.10b,1,80,49.6445,-123.2081
"Gravity Bong","The Prow Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106873013/gravity-bong,4.0,-1,Trad,5.13a,1,600,49.6867,-123.135
"Jump to Light Speed","Shannon Falls Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111851812/jump-to-light-speed,3.4,-1,Trad,5.10c,1,150,49.66932,-123.15753
"The Goldilocks Zone","Stawamus River Headwall > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/123037144/the-goldilocks-zone,3.6,-1,Trad,5.10b,15,1200,49.66321,-123.07825
"Men Holding Hands","The Dihedrals > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106023672/men-holding-hands,4.0,-1,Trad,"5.12c PG13",9,1000,49.6814,-123.1482
"The Crosmonaut","The Longhouse > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121103408/the-crosmonaut,3.8,-1,Trad,5.11d,1,90,49.67869,-123.12722
"Ghille Suit","AMO Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108503828/ghille-suit,3.0,-1,Sport,5.9,1,72,49.67242,-123.15689
"Mata Hari","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114523515/mata-hari,4.0,-1,Sport,5.12d,1,,49.6437,-123.2121
Recess,"The Playground > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114458289/recess,3.0,-1,Sport,5.10-,1,40,49.71655,-123.09859
"Range Ball Wreckers","Free and Easy > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119361751/range-ball-wreckers,3.5,-1,Trad,5.11d,1,55,49.70407,-123.14261
"Sea of Tranquility","The Dihedrals > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120668292/sea-of-tranquility,4.0,-1,Trad,5.13a,8,1000,49.6814,-123.1482
"Food Frenzy","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106240381/food-frenzy,2.9,-1,Sport,5.11b,1,70,49.6437,-123.2121
TurboCharger,"Boulder Gully > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106271692/turbocharger,2.9,-1,Trad,5.11c,1,50,49.7098,-123.1406
"Life In Space","Mt. Habrich > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/123235571/life-in-space,3.9,-1,"Trad, Alpine",5.10b,27,2460,49.6586,-123.08305
Snowglobe,"Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112054947/snowglobe,3.8,-1,Sport,5.12d,1,80,49.7224,-123.1025
"Eurasian Eyes","Bulletheads North > The Bulletheads > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122836363/eurasian-eyes,4.0,-1,Sport,5.13b,1,80,49.67874,-123.15141
"Stolen Dreams","Upper Papoose Wall > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120730029/stolen-dreams,3.7,-1,Trad,5.10c,1,100,49.66893,-123.1645
"Shimmering Crack","Free and Easy > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/116591918/shimmering-crack,2.9,-1,Trad,5.10a,1,60,49.70407,-123.14261
Astronomy,"The Sheriff's Badge > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110093147/astronomy,3.7,-1,Trad,5.12,2,70,49.686,-123.1415
"The Daily Universe","The Sheriff's Badge > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110965256/the-daily-universe,4.0,-1,Trad,5.12c,17,,49.686,-123.1415
"Dream Symphony","The Apron > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106071598/dream-symphony,3.7,-1,Trad,5.11b,7,,49.6863,-123.14736
"Kenny vs Spenny","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106327531/kenny-vs-spenny,3.3,-1,Sport,5.12a,1,80,49.7224,-123.1025
"The Opal","South Gully > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122971577/the-opal,4.0,-1,Trad,"5.13a PG13",6,600,49.687,-123.1444
"The Crossing","The Apron > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110847548/the-crossing,4.0,-1,Sport,5.12d,10,700,49.6863,-123.14736
Freeloader,"Lakeside in the Woods > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108261892/freeloader,3.4,-1,Trad,5.11,1,85,49.6446,-123.2052
"Kitten Fists","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110777627/kitten-fists,3.1,-1,Trad,5.11a,1,50,49.70087,-123.11425
Soulfight,"Art Exhibit > Alice Lake > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121992615/soulfight,4.0,-1,Sport,5.12a/b,1,60,49.76215,-123.13118
"The Man from Del Monte","Quercus Cliff > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122768310/the-man-from-del-monte,4.0,-1,Trad,5.12d,1,80,49.64581,-123.20929
Cross-eyed,"Gobsmacking Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117349906/cross-eyed,3.4,-1,Trad,5.10+,1,140,49.6684,-123.15825
"Washington Bullets","Brunser Area > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108103155/washington-bullets,3.1,-1,Trad,5.10+,1,60,49.6446,-123.2052
"Side Step Right","Golden Gate Crag > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121179856/side-step-right,3.8,-1,Trad,5.10c,2,200,49.6765,-123.1264
Fingerbang,"The Prow Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106892203/fingerbang,4.0,-1,Trad,5.12b,1,120,49.6867,-123.135
"Pale Rider","Clint Eastwood Crag > Squamish Valley > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/116960128/pale-rider,4.0,-1,Sport,5.11c,2,220,49.99499,-123.31124
"Ectopic Beats","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114956863/ectopic-beats,4.0,-1,Trad,5.12c,1,100,49.70087,-123.11425
"Examination Of Time","High Line Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107518815/examination-of-time,4.0,-1,Trad,5.12a,1,80,49.6867,-123.135
Fandangler,"Kashmir Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111983994/fandangler,4.0,-1,Trad,5.12b,1,110,49.68313,-123.14363
"Shots Fired","Valleycliffe Heights > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114461570/shots-fired,4.0,-1,Sport,5.12b,1,,49.71458,-123.10327
"Float like a Butterfly, Sting like a Bee (FLAB SLAB)","Olesen Creek Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107000990/float-like-a-butterfly-sting-like-a-bee-flab-slab,4.0,-1,Trad,5.11c,1,100,49.675,-123.1517
"Papoose One","Main Area, Frontside > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107256764/papoose-one,2.9,-1,Trad,5.10b,6,,49.66841,-123.16594
"Mono Mystery","Shannon Springs Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119216011/mono-mystery,3.3,-1,Trad,5.10b,1,90,49.67162,-123.15714
"Roman Chimneys","Grand Wall Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106151479/roman-chimneys,3.4,-1,Trad,5.11d,4,400,49.68218,-123.14798
